ingredient,count,used %,effects,main effect
hydroxypropyl-bis-hydroxyethyldimonium-chloride,9,0.01,['moisturizer/humectant'],moisturizer/humectant
polygonum-multiflorum-extract,9,0.01,[''],
caffeoyl-sh-octapeptide-4,9,0.01,['antioxidant'],antioxidant
ceteareth-60,9,0.01,"['surfactant/cleansing', 'emulsifying']",surfactant/cleansing
polyisobutylene,9,0.01,[''],
silicon-oil,9,0.01,[''],
bellis-perennis-extract,9,0.01,[''],
methylsilanol-carboxymethyl-theophylline-alginate,9,0.01,[''],
lactobacillus-ganoderma-lucidum-extract-lentinus-edodes-extract-ferment-filtrate,9,0.01,[''],
saccharomyces-rice-ferment-filtrate-extract,9,0.01,['antioxidant'],antioxidant
chloroacetic-acid,9,0.01,[''],
zinc-acetylmethionate,9,0.01,[''],
formaldehyde,9,0.01,[''],
steareth-25,9,0.01,"['surfactant/cleansing', 'emulsifying']",surfactant/cleansing
zanthoxylum-alatum-fruit-extract,9,0.01,[''],
hibiscus-syriacus-callus-extract,9,0.01,['antioxidant'],antioxidant
avocado-oil-glycereth-8-esters,9,0.01,['surfactant/cleansing'],surfactant/cleansing
nardostachys-chinensis-root-extract,9,0.01,[''],
ammonium-acryloyl-dimethyltaurate-carboxyethyl-acrylate-crosspolymer,9,0.01,['viscosity controlling'],viscosity controlling
bis-octyldodecyl-dimer-dilinoleate-propanediol-copolymer,9,0.01,['emollient'],emollient
pongamol,9,0.01,[''],
prunus-spinosa-flower-extract,9,0.01,[''],
bambusa-vulgaris-stem-extract,9,0.01,[''],
aluminum-tristearate,9,0.01,"['emollient', 'viscosity controlling']",emollient
bacillus-cordyceps-sinensis-ganoderma-lucidum-inonotus-obliquus-lentinus-edodes-phellinus-linteus-schizophyllum-commune-tricholoma-matsutake-extract-ferment-filtrate,9,0.01,[''],
althea-rosea-flower-extract,9,0.01,[''],
andrographis-paniculata-extract,9,0.01,[''],
rice-protein,9,0.01,[''],
dipeptide-1,9,0.01,[''],
amaranthus-caudatus-extract,9,0.01,[''],
peg-14-dimethicone,9,0.01,[''],
potassium-metabisulfite,9,0.01,['preservative'],preservative
peg-5-phytosterol,9,0.01,['emulsifying'],emulsifying
opuntia-ficus-indica-leaf-cell-extract,9,0.01,[''],
dextrin-isostearate,9,0.01,[''],
glyoxylic-acid,9,0.01,['buffering'],buffering
watanabea-reniformis-oil,9,0.01,[''],
rhodosorus-marinus-extract,9,0.01,"['antioxidant', 'emollient']",antioxidant
peptides,9,0.01,[''],
quercus-robur-root-extract,9,0.01,[''],
saccharomyces-potassium-ferment,9,0.01,[''],
myristamide-dipa,9,0.01,['surfactant/cleansing'],surfactant/cleansing
silybin,9,0.01,[''],
punica-granatum-seed-powder,9,0.01,['abrasive/scrub'],abrasive/scrub
bis-pca-dimethicone,9,0.01,[''],
raspberry-isolates,9,0.01,[''],
thymus-vulgaris-leaf-oil,9,0.01,"['antioxidant', 'antimicrobial/antibacterial', 'preservative']",antioxidant
peg-ppg-9-2-dimethyl-ether,9,0.01,[''],
palmitoyl-lysyl-aminovaleroyl-lysine,9,0.01,[''],
mu-conotoxin-cniiic,9,0.01,['cell-communicating ingredient'],cell-communicating ingredient
human-bone-marrow-stem-cell-conditioned-media,9,0.01,[''],
oligopeptide-51,9,0.01,[''],
macropiper-excelsum-leaf-extract,9,0.01,[''],
triphenyl-phosphate,9,0.01,[''],
vinyldimethicone,9,0.01,['viscosity controlling'],viscosity controlling
heptane,9,0.01,['solvent'],solvent
sodium-sweetalmondamphoacetate,9,0.01,['surfactant/cleansing'],surfactant/cleansing
glucoside,9,0.01,[''],
neoruscogenin,9,0.01,[''],
ruscogenin,9,0.01,[''],
juniperus-mexicana-wood-oil,9,0.01,['perfuming'],perfuming
polyquaternium-46,9,0.01,[''],
lavandula-angustifolia-flower-leaf-stem-oil,9,0.01,"['perfuming', 'moisturizer/humectant']",perfuming
liposomes,9,0.01,[''],
aminoguanidine-hcl,9,0.01,[''],
ci-45350,9,0.01,[''],
citrus-aurantifolia-peel-oil-expressed,9,0.01,['perfuming'],perfuming
golden-extract,9,0.01,[''],
acacia-dealbata-flower-wax,9,0.01,['emollient'],emollient
methyl-alcohol,9,0.01,['solvent'],solvent
luffa-cylindrica-fruit-powder,9,0.01,['abrasive/scrub'],abrasive/scrub
polyacrylamidopropyltrimonium-chloride,9,0.01,[''],
haematococcus-pluvialis-oil,9,0.01,['antioxidant'],antioxidant
nymphaea-alba-leaf-cell-extract,9,0.01,['perfuming'],perfuming
2-capryloyl-capryloyl-methyl-alaninate,9,0.01,[''],
hibiscus-mutabilis-flower-extract,9,0.01,[''],
aphanizomenon-flos-aquae-powder,9,0.01,"['emollient', 'surfactant/cleansing']",emollient
isodecyl-oleate,9,0.01,['emollient'],emollient
bis-cyano-butylacetate-anthracenediylidene,9,0.01,[''],
ethyl-ester-of-pvm-ma-copolymer,9,0.01,[''],
disodium-nadh,9,0.01,['emollient'],emollient
dimethicone-peg-8-laurate,9,0.01,[''],
snail-mucus-filtrate,9,0.01,[''],
xanthan-gum-crosspolymer,9,0.01,[''],
hydrolyzed-grape-skin,9,0.01,"['antioxidant', 'emollient']",antioxidant
hydrolyzed-olive-fruit,9,0.01,"['antioxidant', 'emollient']",antioxidant
bursera-graveolens-wood-oil,9,0.01,['perfuming'],perfuming
basic-brown-16,9,0.01,[''],
hydrolyzed-cucurbita-pepo-seedcake,9,0.01,[''],
hydrolyzed-enteromorpha-compressa,9,0.01,[''],
peucedanum-japonicum-leaf-stem-extract,9,0.01,['moisturizer/humectant'],moisturizer/humectant
cardiospermum-halicacabum-extract,9,0.01,[''],
mango-butter-dimer-dilinoleyl-esters-dimer-dilinoleate-copolymer,9,0.01,['emollient'],emollient
polyurethane-79,9,0.01,['viscosity controlling'],viscosity controlling
diisostearyl-dimer-dilinoleate,9,0.01,['emollient'],emollient
pseudozyma-epicola-olive-fruit-oil-ferment-filtrate,9,0.01,['moisturizer/humectant'],moisturizer/humectant
peg-10-sunflower-glycerides,9,0.01,[''],
calendula-officinalis-seed-oil,9,0.01,[''],
olea-europaea-bud-extract,9,0.01,"['antioxidant', 'emollient']",antioxidant
polyglyceryl-2-sesquicaprylate,9,0.01,['emulsifying'],emulsifying
lactobacillus-salix-alba-bark-ferment-filtrate,9,0.01,['antioxidant'],antioxidant
ruttnera-lamellosa-oil,9,0.01,[''],
sodium-caproyl-lauroyl-lactyl-lactate,9,0.01,[''],
hexyldecyl-ethylhexanoate,9,0.01,['emollient'],emollient
montan-cera,9,0.01,['viscosity controlling'],viscosity controlling
ppg-2-deceth-30,9,0.01,[''],
terminalia-bellerica-fruit-extract,9,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
euxyl-pe-9010,9,0.01,[''],
carthamus-tinctorius-bud-extract,9,0.01,[''],
acacia-catechu-gum,9,0.01,[''],
angelica-archangelica-seed-oil,9,0.01,[''],
deceth-7,9,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
butylated-pvp,9,0.01,[''],
m-aminophenol,9,0.01,[''],
synthetic-jojoba-oil,9,0.01,[''],
trideceth-9-pg-amodimethicone,9,0.01,[''],
c20-24-alkyl-dimethicone,9,0.01,['viscosity controlling'],viscosity controlling
tri-c12-13-alkyl-citrate,9,0.01,['emollient'],emollient
rosa-canina-fruit,9,0.01,[''],
polyquaternium-30,9,0.01,[''],
panax-ginseng-root-powder,9,0.01,[''],
wheat-germ-glycerides,9,0.01,['emollient'],emollient
sutilains,9,0.01,[''],
hydroxystearic-linolenic-linoleic-polyglycerides,9,0.01,"['emollient', 'viscosity controlling']",emollient
sodium-cocoyl-hydrolyzed-wheat-protein,9,0.01,['surfactant/cleansing'],surfactant/cleansing
cuscuta-australis-seed-extract,9,0.01,[''],
synthetic-candelilla-wax,9,0.01,"['emollient', 'viscosity controlling']",emollient
cymbopogon-martinii-v-motia-leaf-oil,9,0.01,[''],
peg-10-stearate,9,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
lauroyl-methyl-glucamide,9,0.01,['surfactant/cleansing'],surfactant/cleansing
hibiscus-sabdariffa-fruit-extract,9,0.01,[''],
divinyldimethicone-dimethicone-crosspolymer,9,0.01,['viscosity controlling'],viscosity controlling
triclocarban,9,0.01,['preservative'],preservative
viola-yedoensis-extract,9,0.01,[''],
coix-lacryma-jobi-ma-yuen-seed-water,9,0.01,[''],
polyquaternium-71,9,0.01,['moisturizer/humectant'],moisturizer/humectant
orange-terpenes,9,0.01,[''],
perfluoromethylcyclopentane,9,0.01,['solvent'],solvent
cocamidopropyl-betainamide-mea-chloride,9,0.01,"['surfactant/cleansing', 'surfactant/cleansing']",surfactant/cleansing
dimethylaminopropylamine,9,0.01,[''],
sodium-acrylate-sodium-acryloyldimethyl-taurate-acrylamide-copolymer,9,0.01,['viscosity controlling'],viscosity controlling
hibiscus-sabdariffa-powder,9,0.01,[''],
polybutylene-terephthalate,9,0.01,['viscosity controlling'],viscosity controlling
beta-vulgaris-root-powder,9,0.01,['antioxidant'],antioxidant
citrus-aurantifolia-seed-oil,9,0.01,[''],
hc-blue-16,9,0.01,[''],
tetrapeptide-3,9,0.01,[''],
polygonatum-odoratum-root-extract,9,0.01,[''],
biotinoyl-hexapeptide-2-amide,9,0.01,[''],
hibiscus-esculentus-seed-extract,9,0.01,[''],
vanilla-planifolia-flower-extract,9,0.01,[''],
pei-10,9,0.01,['viscosity controlling'],viscosity controlling
stearyl-palmitate,9,0.01,"['emulsifying', 'moisturizer/humectant']",emulsifying
potassium-castorate,9,0.01,['surfactant/cleansing'],surfactant/cleansing
cholesteryl-behenyl-octyldodecyl-lauroyl-glutamate,9,0.01,[''],
malva-sylvestris-leaf-water,9,0.01,[''],
schinus-terebinthifolius-leaf-extract,9,0.01,[''],
lactis-lipida,9,0.01,[''],
nerolidol,9,0.01,['perfuming'],perfuming
iris-ensata-extract,9,0.01,[''],
sodium-c12-14-olefin-sulfonate,9,0.01,['surfactant/cleansing'],surfactant/cleansing
avena-sativa-leaf-extract,9,0.01,[''],
manganese-oxide,9,0.01,[''],
heterotheca-inuloides-flower-extract,9,0.01,[''],
butyl-ester-of-pvm-ma-copolymer,9,0.01,[''],
black-strap-powder,9,0.01,['moisturizer/humectant'],moisturizer/humectant
diethylhexyl-sebacate,9,0.01,"['emollient', 'solvent']",emollient
phenyltrimethicone-blend,9,0.01,[''],
angelica-archangelica-extract,9,0.01,[''],
griffonia-simplicifolia-seed-extract,9,0.01,[''],
acetylated-lanolin,9,0.01,"['emollient', 'emulsifying']",emollient
cetomacrogol,9,0.01,[''],
scrophularia-buergeriana-root-extract,9,0.01,['emollient'],emollient
pistacia-vera-seed-extract,9,0.01,[''],
triarachidin,9,0.01,"['emollient', 'emulsifying', 'viscosity controlling']",emollient
dextrin-myristate,9,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
gum,9,0.01,[''],
fucus-vesiculosus-powder,9,0.01,[''],
cinnamomum-camphora-linalooliferum-leaf-oil,9,0.01,['perfuming'],perfuming
spirodela-polyrhiza-extract,9,0.01,[''],
campsis-grandiflora-flower-extract,9,0.01,['antioxidant'],antioxidant
fouqueria-splendens-stem-extract,9,0.01,[''],
ketoconazole,9,0.01,[''],
butyl-stearate,9,0.01,['emollient'],emollient
musa-paradisiaca-fruit-extract,9,0.01,[''],
alisma-plantago-aquatica-extract,9,0.01,[''],
prunus-cerasus-juice,9,0.01,[''],
cupressus-funebris-wood-oil,9,0.01,['perfuming'],perfuming
calamine-powder,9,0.01,[''],
aminoethanesulfinic-acid,9,0.01,['antioxidant'],antioxidant
cucumis-melo-seed-extract,9,0.01,[''],
vaccinium-macrocarpon-seed-powder,9,0.01,['abrasive/scrub'],abrasive/scrub
sh-polypeptide-77,9,0.01,[''],
leuconostoc-aloe-barbadensis-leaf-sorbus-aucuparia-fruit-ferment-filtrate,9,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
acetyl-pentapeptide-35,9,0.01,[''],
eucalyptus-radiata-leaf-stem-oil,9,0.01,['perfuming'],perfuming
cleome-gynandra-leaf-extract,9,0.01,[''],
dimer-tripeptide-43,9,0.01,[''],
lavandula-officinalis-oil,9,0.01,[''],
hydrolyzed-paullinia-cupana-keratin-extract,9,0.01,[''],
eucalyptus-globulus-leaf-powder,9,0.01,['abrasive/scrub'],abrasive/scrub
myristoyl-tetrapeptide-13,9,0.01,[''],
rice-bran-sphingoglycolipid,9,0.01,[''],
angelica-acutiloba-root-water,9,0.01,[''],
scutellaria-galericulata-extract,9,0.01,['soothing'],soothing
c10-11-isoparaffin,9,0.01,"['solvent', 'viscosity controlling']",solvent
polianthes-tuberosa-callus-extract,9,0.01,['antioxidant'],antioxidant
acorus-gramineus-extract,9,0.01,['moisturizer/humectant'],moisturizer/humectant
selaginella-extract,9,0.01,[''],
ferric-hexapeptide-35,9,0.01,[''],
disodium-peg-5-laurylcitrate-sulfosuccinate,9,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
dechloro-dihydroxy-difluoro-ethylcloprostenolamide,9,0.01,[''],
geranial,9,0.01,['perfuming'],perfuming
sodium-lactate-methylsilanol,9,0.01,[''],
disodium-carboxyethyl-siliconate,9,0.01,[''],
broussonetia-kazinoki-bark-extract,9,0.01,[''],
herbal-infusion-of,9,0.01,[''],
galium-verum-extract,9,0.01,[''],
lauryl-myristyl-benzoate,9,0.01,[''],
aralia-mandshurica-extract,9,0.01,[''],
festuca-altaica-extract,9,0.01,[''],
palmitoyl-tripeptide-1-acetate,9,0.01,[''],
capryloyl-carnosine,9,0.01,[''],
theobroma-cacao-leaf-cell-extract,9,0.01,[''],
ethylhexyldodecanol,9,0.01,[''],
canarium-indicum-seed-oil,9,0.01,[''],
rosa-laevigata-fruit-extract,9,0.01,[''],
valeriana-celtica-extract,9,0.01,[''],
sargassum-pacificum-thallus-extract,9,0.01,[''],
epimedium-koreanum-extract,9,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
hordeum-vulgare-powder,8,0.01,['abrasive/scrub'],abrasive/scrub
prunus-cerasus-seed-oil,8,0.01,['emollient'],emollient
aspergillus-saccharomyces-rice-ferment-filtrate,8,0.01,['moisturizer/humectant'],moisturizer/humectant
tall-oil-sterol,8,0.01,['emollient'],emollient
morinda-citrifolia-fruit-juice,8,0.01,[''],
lactobacillus-bean-seed-extract-sodium-glutamate-ferment-filtrate,8,0.01,[''],
polyacrylate-15,8,0.01,[''],
clofenesin,8,0.01,[''],
daucus-carota-sativa-juice,8,0.01,[''],
c20-40-acid,8,0.01,['surfactant/cleansing'],surfactant/cleansing
zingiber-officinale-rhizome-extract,8,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
apium-graveolens-callus-extract,8,0.01,['antioxidant'],antioxidant
clindamycin,8,0.01,[''],
ethyl-lactate,8,0.01,"['perfuming', 'solvent']",perfuming
phaseolus-radiatus-seed-powder,8,0.01,['viscosity controlling'],viscosity controlling
dendrobium-nobile-extract,8,0.01,[''],
citrus-limon-flower-leaf-stem-extract,8,0.01,[''],
polycyclopentadiene,8,0.01,['viscosity controlling'],viscosity controlling
tilia-platyphyllos-extract,8,0.01,['soothing'],soothing
sodium-ethylparaben,8,0.01,['preservative'],preservative
isostearyl-linoleate,8,0.01,['emollient'],emollient
aletris-farinosa-root-extract,8,0.01,['antioxidant'],antioxidant
amethyst-extract,8,0.01,[''],
isostearamidopropyl-ethyldimonium-ethosulfate,8,0.01,[''],
palmitoyl-tetrapeptide-72-amide,8,0.01,[''],
castor-oil-hydrogenated-ethoxylated,8,0.01,['perfuming'],perfuming
hydrogen,8,0.01,['antioxidant'],antioxidant
hydrolyzed-amaranth-protein,8,0.01,[''],
alpha-hydroxy-acids,8,0.01,[''],
caesalpinia-sappan-stem-extract,8,0.01,[''],
brassica-alba-sprout-extract,8,0.01,[''],
anadenanthera-colubrina-bark-extract,8,0.01,['moisturizer/humectant'],moisturizer/humectant
manihot-esculenta-powder,8,0.01,[''],
isostearoyl-hydrolyzed-collagen,8,0.01,['surfactant/cleansing'],surfactant/cleansing
saccharomyces-honey-ferment-filtrate,8,0.01,[''],
lactobacillus-centella-asiatica-gleditsia-sinensis-thorn-houttuynia-cordata-extract-phellodendron-amurense-bark-polygonum-cuspidatum-root-prunella-vulgaris-torilis-japonica-extract-ferment-filtrate,8,0.01,[''],
potassium-cocoyl-hydrolyzed-oat-protein,8,0.01,['surfactant/cleansing'],surfactant/cleansing
aronia-arbutifolia-extract,8,0.01,[''],
galactosyl-salicylate,8,0.01,[''],
xymenynic-acid,8,0.01,['emollient'],emollient
tambourissa-trichophylla-leaf-extract,8,0.01,[''],
asteriscus-graveolens-flower-fruit-leaf-stem-extract,8,0.01,[''],
etlingera-elatior-flower-extract,8,0.01,['antioxidant'],antioxidant
ppg-12,8,0.01,[''],
peg-40-sorbitan-stearate,8,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
helichrysum-stoechas-flower-extract,8,0.01,['perfuming'],perfuming
halidrys-siliquosa-extract,8,0.01,[''],
ci-77002,8,0.01,['colorant'],colorant
polyglyceryl-10-tristearate,8,0.01,[''],
acer-mono-sap,8,0.01,[''],
saccharomyces-laminaria-saccharina-ferment,8,0.01,[''],
n-vinyl-pyrrolidone,8,0.01,[''],
cocos-nucifera-fruit,8,0.01,['abrasive/scrub'],abrasive/scrub
salvia-triloba-leaf-extract,8,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
hibiscus-abelmoschus-seed-oil,8,0.01,['perfuming'],perfuming
myristica-fragrans-kernel-extract,8,0.01,[''],
lanolin-cera,8,0.01,"['emollient', 'emulsifying']",emollient
hydrolyzed-linseed-seed,8,0.01,['moisturizer/humectant'],moisturizer/humectant
kaempferol,8,0.01,"['antioxidant', 'emollient']",antioxidant
hydrolyzed-chitosan,8,0.01,[''],
sodium-olefin-sulfonate,8,0.01,[''],
myristica-fragrans-powder,8,0.01,[''],
lavandula-officinalis-extract,8,0.01,[''],
vetiveria-zizanoides-extract,8,0.01,[''],
prinsepia-utilis-seed-oil,8,0.01,['emollient'],emollient
aloe-vera-oil,8,0.01,[''],
rubus-occidentalis-fruit-extract,8,0.01,[''],
myristamine-oxide,8,0.01,"['surfactant/cleansing', 'emulsifying']",surfactant/cleansing
copper-aspartate,8,0.01,[''],
manganese-aspartate,8,0.01,[''],
canavalia-gladiata-fruit-extract,8,0.01,[''],
nephelium-lappaceum-peel-extract,8,0.01,[''],
glucose-pentaacetate,8,0.01,[''],
acacia-seyal-gum,8,0.01,['moisturizer/humectant'],moisturizer/humectant
volcanic-ash-extract,8,0.01,[''],
acrylates-dimethylaminoethyl-methacrylate-copolymer,8,0.01,[''],
menaquinone-7,8,0.01,"['skin brightening', 'sunscreen']",skin brightening
melaleuca-leucadendron-cajuputi-leaf-oil,8,0.01,['perfuming'],perfuming
hydroxypropyl-bisstearamide-mea,8,0.01,[''],
cetearyl-stearate,8,0.01,[''],
dipalmitoylethyl-dimonium-chloride,8,0.01,[''],
sodium-hyaluronate-acid,8,0.01,[''],
passiflora-edulis-fruit-juice,8,0.01,[''],
scutellaria-lateriflora-extract,8,0.01,[''],
fusanus-spicatus-kernel-oil,8,0.01,['emollient'],emollient
hydrolyzed-lepidium-meyenii-root,8,0.01,[''],
swertia-chirata-leaf-extract,8,0.01,[''],
dihydroxyisopropyl-palmoylpalmamide,8,0.01,['moisturizer/humectant'],moisturizer/humectant
peg-15-glyceryl-stearate,8,0.01,['emulsifying'],emulsifying
c21-28-alkane,8,0.01,['emollient'],emollient
agonis-fragrans-branch-leaf-oil,8,0.01,['perfuming'],perfuming
honey-powder,8,0.01,['abrasive/scrub'],abrasive/scrub
vanilla-planifolia-co2-extract,8,0.01,[''],
bis-phenylpropyl-dimethicone,8,0.01,[''],
ppg-10-cetyl-ether,8,0.01,[''],
commiphora-myrrha-leaf-cell-extract,8,0.01,[''],
hydroxycapric-acid,8,0.01,[''],
french-pink-clay,8,0.01,[''],
polyamide-2,8,0.01,[''],
oleth-30,8,0.01,"['surfactant/cleansing', 'emulsifying']",surfactant/cleansing
lauramidopropyl-hydroxysultaine,8,0.01,"['surfactant/cleansing', 'viscosity controlling']",surfactant/cleansing
butyl-acrylate-hydroxypropyl-dimethicone-acrylate-copolymer,8,0.01,[''],
tri-hydrogenated-trilinoleate,8,0.01,[''],
ceteareth-2,8,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
cocoyl-sarcosine,8,0.01,['surfactant/cleansing'],surfactant/cleansing
hydrolyzed-hemp-seed-extract,8,0.01,[''],
rosmarinic-acid,8,0.01,"['antioxidant', 'soothing']",antioxidant
vitis-vinifera-root-extract,8,0.01,[''],
hypericum-erectum-extract,8,0.01,[''],
myristyl-betaine,8,0.01,['surfactant/cleansing'],surfactant/cleansing
lactobacillus-grape-juice-ferment-filtrate,8,0.01,[''],
protein,8,0.01,[''],
c11-15-pareth-12,8,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
trifolium-pratense-sprout-extract,8,0.01,[''],
sodium-ursolate,8,0.01,[''],
corylus-avellana-bud-extract,8,0.01,[''],
ethyl-2-methylbutyrate,8,0.01,['perfuming'],perfuming
magnolia-champaca-flower-oil,8,0.01,[''],
oryza-sativa-seed-water,8,0.01,"['antimicrobial/antibacterial', 'antioxidant']",antimicrobial/antibacterial
copper-chlorophyll,8,0.01,['colorant'],colorant
lavendula-angustifolia-flower-oil,8,0.01,[''],
eucheuma-serra-grateloupia-sparsa-saccharina-angustata-ulva-linza-undaria-pinnatifida-extract,8,0.01,['emollient'],emollient
crataegus-monogyna-extract,8,0.01,[''],
conchiolin-powder,8,0.01,['abrasive/scrub'],abrasive/scrub
essential-oils-blend,8,0.01,[''],
mangifera-indica-leaf-extract,8,0.01,[''],
citrus-limonum-fruit-extract,8,0.01,[''],
toluene-2-5-diamine-sulfate,8,0.01,[''],
2-methylresorcinol,8,0.01,[''],
mdm-hydantoin,8,0.01,['antimicrobial/antibacterial'],antimicrobial/antibacterial
plectranthus-barbatus-root-extract,8,0.01,[''],
hydrolyzed-gelatin,8,0.01,[''],
vaccinium-oxycoccos-fruit-extract,8,0.01,[''],
maslinic-acid,8,0.01,['antioxidant'],antioxidant
tripeptide-9-citrulline,8,0.01,[''],
trideceth-8,8,0.01,"['emulsifying', 'surfactant/cleansing']",emulsifying
glucosamine-sulfate,8,0.01,[''],
c24-28-alkyl-methicone,8,0.01,"['emollient', 'viscosity controlling']",emollient
